Windows 11 v10.0.22621.1928
┌─────┬───────────────────────────────────────────────────────┬───────┬──────────┐
│ Id  │                         Name                          │ Index │ IndexHex │
│ 99  │ NtSetTimer                                            │ 98    │ 0x62     │
│ 100 │ NtAccessCheckByType                                   │ 99    │ 0x63     │
│ 101 │ NtAccessCheckByTypeResultList                         │ 100   │ 0x64     │
│ 102 │ NtAccessCheckByTypeResultListAndAuditAlarm            │ 101   │ 0x65     │
│ 103 │ NtAccessCheckByTypeResultListAndAuditAlarmByHandle    │ 102   │ 0x66     │
│ 104 │ NtAcquireCrossVmMutant                                │ 103   │ 0x67     │
│ 105 │ NtAcquireProcessActivityReference                     │ 104   │ 0x68     │
│ 106 │ NtAddAtomEx                                           │ 105   │ 0x69     │
│ 107 │ NtAddBootEntry                                        │ 106   │ 0x6a     │
│ 108 │ NtAddDriverEntry                                      │ 107   │ 0x6b     │
│ 109 │ NtAdjustGroupsToken                                   │ 108   │ 0x6c     │
│ 110 │ NtAdjustTokenClaimsAndDeviceGroups                    │ 109   │ 0x6d     │
│ 111 │ NtAlertResumeThread                                   │ 110   │ 0x6e     │
│ 112 │ NtAlertThread                                         │ 111   │ 0x6f     │
│ 113 │ NtAlertThreadByThreadId                               │ 112   │ 0x70     │
│ 114 │ NtAllocateLocallyUniqueId                             │ 113   │ 0x71     │
│ 115 │ NtAllocateReserveObject                               │ 114   │ 0x72     │
│ 116 │ NtAllocateUserPhysicalPages                           │ 115   │ 0x73     │
│ 117 │ NtAllocateUserPhysicalPagesEx                         │ 116   │ 0x74     │
│ 118 │ NtAllocateUuids                                       │ 117   │ 0x75     │
│ 119 │ NtAllocateVirtualMemoryEx                             │ 118   │ 0x76     │
│ 120 │ NtAlpcAcceptConnectPort                               │ 119   │ 0x77     │
│ 121 │ NtAlpcCancelMessage                                   │ 120   │ 0x78     │
│ 122 │ NtAlpcConnectPort                                     │ 121   │ 0x79     │
│ 123 │ NtAlpcConnectPortEx                                   │ 122   │ 0x7a     │
│ 124 │ NtAlpcCreatePort                                      │ 123   │ 0x7b     │
│ 125 │ NtAlpcCreatePortSection                               │ 124   │ 0x7c     │
│ 126 │ NtAlpcCreateResourceReserve                           │ 125   │ 0x7d     │
│ 127 │ NtAlpcCreateSectionView                               │ 126   │ 0x7e     │
│ 128 │ NtAlpcCreateSecurityContext                           │ 127   │ 0x7f     │
│ 129 │ NtAlpcDeletePortSection                               │ 128   │ 0x80     │
│ 130 │ NtAlpcDeleteResourceReserve                           │ 129   │ 0x81     │
│ 131 │ NtAlpcDeleteSectionView                               │ 130   │ 0x82     │
│ 132 │ NtAlpcDeleteSecurityContext                           │ 131   │ 0x83     │
│ 133 │ NtAlpcDisconnectPort                                  │ 132   │ 0x84     │
│ 134 │ NtAlpcImpersonateClientContainerOfPort                │ 133   │ 0x85     │
│ 135 │ NtAlpcImpersonateClientOfPort                         │ 134   │ 0x86     │
│ 136 │ NtAlpcOpenSenderProcess                               │ 135   │ 0x87     │
│ 137 │ NtAlpcOpenSenderThread                                │ 136   │ 0x88     │
│ 138 │ NtAlpcQueryInformation                                │ 137   │ 0x89     │
│ 139 │ NtAlpcQueryInformationMessage                         │ 138   │ 0x8a     │
│ 140 │ NtAlpcRevokeSecurityContext                           │ 139   │ 0x8b     │
│ 141 │ NtAlpcSendWaitReceivePort                             │ 140   │ 0x8c     │
│ 142 │ NtAlpcSetInformation                                  │ 141   │ 0x8d     │
│ 143 │ NtAreMappedFilesTheSame                               │ 142   │ 0x8e     │
│ 144 │ NtAssignProcessToJobObject                            │ 143   │ 0x8f     │
│ 145 │ NtAssociateWaitCompletionPacket                       │ 144   │ 0x90     │
│ 146 │ NtCallEnclave                                         │ 145   │ 0x91     │
│ 147 │ NtCancelIoFileEx                                      │ 146   │ 0x92     │
│ 148 │ NtCancelSynchronousIoFile                             │ 147   │ 0x93     │
│ 149 │ NtCancelTimer2                                        │ 148   │ 0x94     │
│ 150 │ NtCancelWaitCompletionPacket                          │ 149   │ 0x95     │
│ 151 │ NtChangeProcessState                                  │ 150   │ 0x96     │
│ 152 │ NtChangeThreadState                                   │ 151   │ 0x97     │
│ 153 │ NtCommitComplete                                      │ 152   │ 0x98     │
│ 154 │ NtCommitEnlistment                                    │ 153   │ 0x99     │
│ 155 │ NtCommitRegistryTransaction                           │ 154   │ 0x9a     │
│ 156 │ NtCommitTransaction                                   │ 155   │ 0x9b     │
│ 157 │ NtCompactKeys                                         │ 156   │ 0x9c     │
│ 158 │ NtCompareObjects                                      │ 157   │ 0x9d     │
│ 159 │ NtCompareSigningLevels                                │ 158   │ 0x9e     │
│ 160 │ NtCompareTokens                                       │ 159   │ 0x9f     │
│ 161 │ NtCompleteConnectPort                                 │ 160   │ 0xa0     │
│ 162 │ NtCompressKey                                         │ 161   │ 0xa1     │
│ 163 │ NtConnectPort                                         │ 162   │ 0xa2     │
│ 164 │ NtContinueEx                                          │ 163   │ 0xa3     │
│ 165 │ NtConvertBetweenAuxiliaryCounterAndPerformanceCounter │ 164   │ 0xa4     │
│ 166 │ NtCopyFileChunk                                       │ 165   │ 0xa5     │
│ 167 │ NtCreateCpuPartition                                  │ 166   │ 0xa6     │
│ 168 │ NtCreateCrossVmEvent                                  │ 167   │ 0xa7     │
│ 169 │ NtCreateCrossVmMutant                                 │ 168   │ 0xa8     │
│ 170 │ NtCreateDebugObject                                   │ 169   │ 0xa9     │
│ 171 │ NtCreateDirectoryObject                               │ 170   │ 0xaa     │
│ 172 │ NtCreateDirectoryObjectEx                             │ 171   │ 0xab     │
│ 173 │ NtCreateEnclave                                       │ 172   │ 0xac     │
│ 174 │ NtCreateEnlistment                                    │ 173   │ 0xad     │
│ 175 │ NtCreateEventPair                                     │ 174   │ 0xae     │
│ 176 │ NtCreateIRTimer                                       │ 175   │ 0xaf     │
│ 177 │ NtCreateIoCompletion                                  │ 176   │ 0xb0     │
│ 178 │ NtCreateIoRing                                        │ 177   │ 0xb1     │
│ 179 │ NtCreateJobObject                                     │ 178   │ 0xb2     │
│ 180 │ NtCreateJobSet                                        │ 179   │ 0xb3     │
│ 181 │ NtCreateKeyTransacted                                 │ 180   │ 0xb4     │
│ 182 │ NtCreateKeyedEvent                                    │ 181   │ 0xb5     │
│ 183 │ NtCreateLowBoxToken                                   │ 182   │ 0xb6     │
│ 184 │ NtCreateMailslotFile                                  │ 183   │ 0xb7     │
│ 185 │ NtCreateMutant                                        │ 184   │ 0xb8     │
│ 186 │ NtCreateNamedPipeFile                                 │ 185   │ 0xb9     │
│ 187 │ NtCreatePagingFile                                    │ 186   │ 0xba     │
│ 188 │ NtCreatePartition                                     │ 187   │ 0xbb     │
│ 189 │ NtCreatePort                                          │ 188   │ 0xbc     │
│ 190 │ NtCreatePrivateNamespace                              │ 189   │ 0xbd     │
│ 191 │ NtCreateProcess                                       │ 190   │ 0xbe     │
│ 192 │ NtCreateProcessStateChange                            │ 191   │ 0xbf     │
│ 193 │ NtCreateProfile                                       │ 192   │ 0xc0     │
│ 194 │ NtCreateProfileEx                                     │ 193   │ 0xc1     │
│ 195 │ NtCreateRegistryTransaction                           │ 194   │ 0xc2     │
│ 196 │ NtCreateResourceManager                               │ 195   │ 0xc3     │
│ 197 │ NtCreateSectionEx                                     │ 196   │ 0xc4     │
│ 198 │ NtCreateSemaphore                                     │ 197   │ 0xc5     │
│ 199 │ NtCreateSymbolicLinkObject                            │ 198   │ 0xc6     │
│ 200 │ NtCreateThreadEx                                      │ 199   │ 0xc7     │
│ 201 │ NtCreateThreadStateChange                             │ 200   │ 0xc8     │
│ 202 │ NtCreateTimer                                         │ 201   │ 0xc9     │
│ 203 │ NtCreateTimer2                                        │ 202   │ 0xca     │
│ 204 │ NtCreateToken                                         │ 203   │ 0xcb     │
│ 205 │ NtCreateTokenEx                                       │ 204   │ 0xcc     │
│ 206 │ NtCreateTransaction                                   │ 205   │ 0xcd     │
│ 207 │ NtCreateTransactionManager                            │ 206   │ 0xce     │
│ 208 │ NtCreateUserProcess                                   │ 207   │ 0xcf     │
│ 209 │ NtCreateWaitCompletionPacket                          │ 208   │ 0xd0     │
│ 210 │ NtCreateWaitablePort                                  │ 209   │ 0xd1     │
│ 211 │ NtCreateWnfStateName                                  │ 210   │ 0xd2     │
│ 212 │ NtCreateWorkerFactory                                 │ 211   │ 0xd3     │
│ 213 │ NtDebugActiveProcess                                  │ 212   │ 0xd4     │
│ 214 │ NtDebugContinue                                       │ 213   │ 0xd5     │
│ 215 │ NtDeleteAtom                                          │ 214   │ 0xd6     │
│ 216 │ NtDeleteBootEntry                                     │ 215   │ 0xd7     │
│ 217 │ NtDeleteDriverEntry                                   │ 216   │ 0xd8     │
│ 218 │ NtDeleteFile                                          │ 217   │ 0xd9     │
│ 219 │ NtDeleteKey                                           │ 218   │ 0xda     │
│ 220 │ NtDeleteObjectAuditAlarm                              │ 219   │ 0xdb     │
│ 221 │ NtDeletePrivateNamespace                              │ 220   │ 0xdc     │
│ 222 │ NtDeleteValueKey                                      │ 221   │ 0xdd     │
│ 223 │ NtDeleteWnfStateData                                  │ 222   │ 0xde     │
│ 224 │ NtDeleteWnfStateName                                  │ 223   │ 0xdf     │
│ 225 │ NtDirectGraphicsCall                                  │ 224   │ 0xe0     │
│ 226 │ NtDisableLastKnownGood                                │ 225   │ 0xe1     │
│ 227 │ NtDisplayString                                       │ 226   │ 0xe2     │
│ 228 │ NtDrawText                                            │ 227   │ 0xe3     │
│ 229 │ NtEnableLastKnownGood                                 │ 228   │ 0xe4     │
│ 230 │ NtEnumerateBootEntries                                │ 229   │ 0xe5     │
│ 231 │ NtEnumerateDriverEntries                              │ 230   │ 0xe6     │
│ 232 │ NtEnumerateSystemEnvironmentValuesEx                  │ 231   │ 0xe7     │
│ 233 │ NtEnumerateTransactionObject                          │ 232   │ 0xe8     │
│ 234 │ NtExtendSection                                       │ 233   │ 0xe9     │
│ 235 │ NtFilterBootOption                                    │ 234   │ 0xea     │
│ 236 │ NtFilterToken                                         │ 235   │ 0xeb     │
│ 237 │ NtFilterTokenEx                                       │ 236   │ 0xec     │
│ 238 │ NtFlushBuffersFileEx                                  │ 237   │ 0xed     │
│ 239 │ NtFlushInstallUILanguage                              │ 238   │ 0xee     │
│ 240 │ NtFlushInstructionCache                               │ 239   │ 0xef     │
│ 241 │ NtFlushKey                                            │ 240   │ 0xf0     │
│ 242 │ NtFlushProcessWriteBuffers                            │ 241   │ 0xf1     │
│ 243 │ NtFlushVirtualMemory                                  │ 242   │ 0xf2     │
│ 244 │ NtFlushWriteBuffer                                    │ 243   │ 0xf3     │
│ 245 │ NtFreeUserPhysicalPages                               │ 244   │ 0xf4     │
│ 246 │ NtFreezeRegistry                                      │ 245   │ 0xf5     │
│ 247 │ NtFreezeTransactions                                  │ 246   │ 0xf6     │
│ 248 │ NtGetCachedSigningLevel                               │ 247   │ 0xf7     │
│ 249 │ NtGetCompleteWnfStateSubscription                     │ 248   │ 0xf8     │
│ 250 │ NtGetContextThread                                    │ 249   │ 0xf9     │
│ 251 │ NtGetCurrentProcessorNumber                           │ 250   │ 0xfa     │
│ 252 │ NtGetCurrentProcessorNumberEx                         │ 251   │ 0xfb     │
│ 253 │ NtGetDevicePowerState                                 │ 252   │ 0xfc     │
│ 254 │ NtGetMUIRegistryInfo                                  │ 253   │ 0xfd     │
│ 255 │ NtGetNextProcess                                      │ 254   │ 0xfe     │
│ 256 │ NtGetNextThread                                       │ 255   │ 0xff     │
│ 257 │ NtGetNlsSectionPtr                                    │ 256   │ 0x100    │
│ 258 │ NtGetNotificationResourceManager                      │ 257   │ 0x101    │
│ 259 │ NtGetWriteWatch                                       │ 258   │ 0x102    │
│ 260 │ NtImpersonateAnonymousToken                           │ 259   │ 0x103    │
│ 261 │ NtImpersonateThread                                   │ 260   │ 0x104    │
│ 262 │ NtInitializeEnclave                                   │ 261   │ 0x105    │
│ 263 │ NtInitializeNlsFiles                                  │ 262   │ 0x106    │
│ 264 │ NtInitializeRegistry                                  │ 263   │ 0x107    │
│ 265 │ NtInitiatePowerAction                                 │ 264   │ 0x108    │
│ 266 │ NtIsSystemResumeAutomatic                             │ 265   │ 0x109    │
│ 267 │ NtIsUILanguageComitted                                │ 266   │ 0x10a    │
│ 268 │ NtListenPort                                          │ 267   │ 0x10b    │
│ 269 │ NtLoadDriver                                          │ 268   │ 0x10c    │
│ 270 │ NtLoadEnclaveData                                     │ 269   │ 0x10d    │
│ 271 │ NtLoadKey                                             │ 270   │ 0x10e    │
│ 272 │ NtLoadKey2                                            │ 271   │ 0x10f    │
│ 273 │ NtLoadKey3                                            │ 272   │ 0x110    │
│ 274 │ NtLoadKeyEx                                           │ 273   │ 0x111    │
│ 275 │ NtLockFile                                            │ 274   │ 0x112    │
│ 276 │ NtLockProductActivationKeys                           │ 275   │ 0x113    │
│ 277 │ NtLockRegistryKey                                     │ 276   │ 0x114    │
│ 278 │ NtLockVirtualMemory                                   │ 277   │ 0x115    │
│ 279 │ NtMakePermanentObject                                 │ 278   │ 0x116    │
│ 280 │ NtMakeTemporaryObject                                 │ 279   │ 0x117    │
│ 281 │ NtManageHotPatch                                      │ 280   │ 0x118    │
│ 282 │ NtManagePartition                                     │ 281   │ 0x119    │
│ 283 │ NtMapCMFModule                                        │ 282   │ 0x11a    │
│ 284 │ NtMapUserPhysicalPages                                │ 283   │ 0x11b    │
│ 285 │ NtMapViewOfSectionEx                                  │ 284   │ 0x11c    │
│ 286 │ NtModifyBootEntry                                     │ 285   │ 0x11d    │
│ 287 │ NtModifyDriverEntry                                   │ 286   │ 0x11e    │
│ 288 │ NtNotifyChangeDirectoryFile                           │ 287   │ 0x11f    │
│ 289 │ NtNotifyChangeDirectoryFileEx                         │ 288   │ 0x120    │
│ 290 │ NtNotifyChangeKey                                     │ 289   │ 0x121    │
│ 291 │ NtNotifyChangeMultipleKeys                            │ 290   │ 0x122    │
│ 292 │ NtNotifyChangeSession                                 │ 291   │ 0x123    │
│ 293 │ NtOpenCpuPartition                                    │ 292   │ 0x124    │
│ 294 │ NtOpenEnlistment                                      │ 293   │ 0x125    │
│ 295 │ NtOpenEventPair                                       │ 294   │ 0x126    │
│ 296 │ NtOpenIoCompletion                                    │ 295   │ 0x127    │
│ 297 │ NtOpenJobObject                                       │ 296   │ 0x128    │
│ 298 │ NtOpenKeyEx                                           │ 297   │ 0x129    │
│ 299 │ NtOpenKeyTransacted                                   │ 298   │ 0x12a    │
│ 300 │ NtOpenKeyTransactedEx                                 │ 299   │ 0x12b    │
│ 301 │ NtOpenKeyedEvent                                      │ 300   │ 0x12c    │
│ 302 │ NtOpenMutant                                          │ 301   │ 0x12d    │
│ 303 │ NtOpenObjectAuditAlarm                                │ 302   │ 0x12e    │
│ 304 │ NtOpenPartition                                       │ 303   │ 0x12f    │
│ 305 │ NtOpenPrivateNamespace                                │ 304   │ 0x130    │
│ 306 │ NtOpenProcessToken                                    │ 305   │ 0x131    │
│ 307 │ NtOpenRegistryTransaction                             │ 306   │ 0x132    │
│ 308 │ NtOpenResourceManager                                 │ 307   │ 0x133    │
│ 309 │ NtOpenSemaphore                                       │ 308   │ 0x134    │
│ 310 │ NtOpenSession                                         │ 309   │ 0x135    │
│ 311 │ NtOpenSymbolicLinkObject                              │ 310   │ 0x136    │
│ 312 │ NtOpenThread                                          │ 311   │ 0x137    │
│ 313 │ NtOpenTimer                                           │ 312   │ 0x138    │
│ 314 │ NtOpenTransaction                                     │ 313   │ 0x139    │
│ 315 │ NtOpenTransactionManager                              │ 314   │ 0x13a    │
│ 316 │ NtPlugPlayControl                                     │ 315   │ 0x13b    │
│ 317 │ NtPrePrepareComplete                                  │ 316   │ 0x13c    │
│ 318 │ NtPrePrepareEnlistment                                │ 317   │ 0x13d    │
│ 319 │ NtPrepareComplete                                     │ 318   │ 0x13e    │
│ 320 │ NtPrepareEnlistment                                   │ 319   │ 0x13f    │
│ 321 │ NtPrivilegeCheck                                      │ 320   │ 0x140    │
│ 322 │ NtPrivilegeObjectAuditAlarm                           │ 321   │ 0x141    │
│ 323 │ NtPrivilegedServiceAuditAlarm                         │ 322   │ 0x142    │
│ 324 │ NtPropagationComplete                                 │ 323   │ 0x143    │
│ 325 │ NtPropagationFailed                                   │ 324   │ 0x144    │
│ 326 │ NtPssCaptureVaSpaceBulk                               │ 325   │ 0x145    │
│ 327 │ NtPulseEvent                                          │ 326   │ 0x146    │
│ 328 │ NtQueryAuxiliaryCounterFrequency                      │ 327   │ 0x147    │
│ 329 │ NtQueryBootEntryOrder                                 │ 328   │ 0x148    │
│ 330 │ NtQueryBootOptions                                    │ 329   │ 0x149    │
│ 331 │ NtQueryDebugFilterState                               │ 330   │ 0x14a    │
│ 332 │ NtQueryDirectoryFileEx                                │ 331   │ 0x14b    │
│ 333 │ NtQueryDirectoryObject                                │ 332   │ 0x14c    │
│ 334 │ NtQueryDriverEntryOrder                               │ 333   │ 0x14d    │
│ 335 │ NtQueryEaFile                                         │ 334   │ 0x14e    │
│ 336 │ NtQueryFullAttributesFile                             │ 335   │ 0x14f    │
│ 337 │ NtQueryInformationAtom                                │ 336   │ 0x150    │
│ 338 │ NtQueryInformationByName                              │ 337   │ 0x151    │
│ 339 │ NtQueryInformationCpuPartition                        │ 338   │ 0x152    │
│ 340 │ NtQueryInformationEnlistment                          │ 339   │ 0x153    │
│ 341 │ NtQueryInformationJobObject                           │ 340   │ 0x154    │
│ 342 │ NtQueryInformationPort                                │ 341   │ 0x155    │
│ 343 │ NtQueryInformationResourceManager                     │ 342   │ 0x156    │
│ 344 │ NtQueryInformationTransaction                         │ 343   │ 0x157    │
│ 345 │ NtQueryInformationTransactionManager                  │ 344   │ 0x158    │
│ 346 │ NtQueryInformationWorkerFactory                       │ 345   │ 0x159    │
│ 347 │ NtQueryInstallUILanguage                              │ 346   │ 0x15a    │
│ 348 │ NtQueryIntervalProfile                                │ 347   │ 0x15b    │
│ 349 │ NtQueryIoCompletion                                   │ 348   │ 0x15c    │
│ 350 │ NtQueryIoRingCapabilities                             │ 349   │ 0x15d    │
│ 351 │ NtQueryLicenseValue                                   │ 350   │ 0x15e    │
│ 352 │ NtQueryMultipleValueKey                               │ 351   │ 0x15f    │
│ 353 │ NtQueryMutant                                         │ 352   │ 0x160    │
│ 354 │ NtQueryOpenSubKeys                                    │ 353   │ 0x161    │
│ 355 │ NtQueryOpenSubKeysEx                                  │ 354   │ 0x162    │
│ 356 │ NtQueryPortInformationProcess                         │ 355   │ 0x163    │
│ 357 │ NtQueryQuotaInformationFile                           │ 356   │ 0x164    │
│ 358 │ NtQuerySecurityAttributesToken                        │ 357   │ 0x165    │
│ 359 │ NtQuerySecurityObject                                 │ 358   │ 0x166    │
│ 360 │ NtQuerySecurityPolicy                                 │ 359   │ 0x167    │
│ 361 │ NtQuerySemaphore                                      │ 360   │ 0x168    │
│ 362 │ NtQuerySymbolicLinkObject                             │ 361   │ 0x169    │
│ 363 │ NtQuerySystemEnvironmentValue                         │ 362   │ 0x16a    │
│ 364 │ NtQuerySystemEnvironmentValueEx                       │ 363   │ 0x16b    │
│ 365 │ NtQuerySystemInformationEx                            │ 364   │ 0x16c    │
│ 366 │ NtQueryTimerResolution                                │ 365   │ 0x16d    │
│ 367 │ NtQueryWnfStateData                                   │ 366   │ 0x16e    │
│ 368 │ NtQueryWnfStateNameInformation                        │ 367   │ 0x16f    │
│ 369 │ NtQueueApcThreadEx                                    │ 368   │ 0x170    │
│ 370 │ NtQueueApcThreadEx2                                   │ 369   │ 0x171    │
│ 371 │ NtRaiseException                                      │ 370   │ 0x172    │
│ 372 │ NtRaiseHardError                                      │ 371   │ 0x173    │
│ 373 │ NtReadOnlyEnlistment                                  │ 372   │ 0x174    │
│ 374 │ NtReadVirtualMemoryEx                                 │ 373   │ 0x175    │
│ 375 │ NtRecoverEnlistment                                   │ 374   │ 0x176    │
│ 376 │ NtRecoverResourceManager                              │ 375   │ 0x177    │
│ 377 │ NtRecoverTransactionManager                           │ 376   │ 0x178    │
│ 378 │ NtRegisterProtocolAddressInformation                  │ 377   │ 0x179    │
│ 379 │ NtRegisterThreadTerminatePort                         │ 378   │ 0x17a    │
│ 380 │ NtReleaseKeyedEvent                                   │ 379   │ 0x17b    │
│ 381 │ NtReleaseWorkerFactoryWorker                          │ 380   │ 0x17c    │
│ 382 │ NtRemoveIoCompletionEx                                │ 381   │ 0x17d    │
│ 383 │ NtRemoveProcessDebug                                  │ 382   │ 0x17e    │
│ 384 │ NtRenameKey                                           │ 383   │ 0x17f    │
│ 385 │ NtRenameTransactionManager                            │ 384   │ 0x180    │
│ 386 │ NtReplaceKey                                          │ 385   │ 0x181    │
│ 387 │ NtReplacePartitionUnit                                │ 386   │ 0x182    │
│ 388 │ NtReplyWaitReplyPort                                  │ 387   │ 0x183    │
│ 389 │ NtRequestPort                                         │ 388   │ 0x184    │
│ 390 │ NtResetEvent                                          │ 389   │ 0x185    │
