Windows System Service Dispatch Table (SSDT)
KernelBase: 0xFFFFF807E8E00000

=== KeServiceDescriptorTable ===
  RVA: 0x12018C0  PhysicalAddr: 0xFFFFF807EA0018C0
┌─────┬───────────────────────────────────────────────────────┬───────┬────────────────────┐
│ Id  │                         Name                          │ Index │    PhysicalAddr    │
│ 22  │ NtQueryDefaultLocale                                  │ 0x15  │ 0xFFFFF807E8E00000 │
│ 23  │ NtQueryKey                                            │ 0x16  │ 0xFFFFF807E8E00000 │
│ 24  │ NtQueryValueKey                                       │ 0x17  │ 0xFFFFF807E8E00000 │
│ 25  │ NtAllocateVirtualMemory                               │ 0x18  │ 0xFFFFF807E8E00000 │
│ 26  │ NtQueryInformationProcess                             │ 0x19  │ 0xFFFFF807E8E00000 │
│ 27  │ NtWaitForMultipleObjects32                            │ 0x1A  │ 0xFFFFF807E8E00000 │
│ 28  │ NtWriteFileGather                                     │ 0x1B  │ 0xFFFFF807E8E00000 │
│ 29  │ NtSetInformationProcess                               │ 0x1C  │ 0xFFFFF807E8E00000 │
│ 30  │ NtCreateKey                                           │ 0x1D  │ 0xFFFFF807E8E00000 │
│ 31  │ NtFreeVirtualMemory                                   │ 0x1E  │ 0xFFFFF807E8E00000 │
│ 32  │ NtImpersonateClientOfPort                             │ 0x1F  │ 0xFFFFF807E8E00000 │
│ 33  │ NtReleaseMutant                                       │ 0x20  │ 0xFFFFF807E8E00000 │
│ 34  │ NtQueryInformationToken                               │ 0x21  │ 0xFFFFF807E8E00000 │
│ 35  │ NtRequestWaitReplyPort                                │ 0x22  │ 0xFFFFF807E8E00000 │
│ 36  │ NtQueryVirtualMemory                                  │ 0x23  │ 0xFFFFF807E8E00000 │
│ 37  │ NtOpenThreadToken                                     │ 0x24  │ 0xFFFFF807E8E00000 │
│ 38  │ NtQueryInformationThread                              │ 0x25  │ 0xFFFFF807E8E00000 │
│ 39  │ NtOpenProcess                                         │ 0x26  │ 0xFFFFF807E8E00000 │
│ 40  │ NtSetInformationFile                                  │ 0x27  │ 0xFFFFF807E8E00000 │
│ 41  │ NtMapViewOfSection                                    │ 0x28  │ 0xFFFFF807E8E00000 │
│ 42  │ NtAccessCheckAndAuditAlarm                            │ 0x29  │ 0xFFFFF807E8E00000 │
│ 43  │ NtUnmapViewOfSection                                  │ 0x2A  │ 0xFFFFF807E8E00000 │
│ 44  │ NtReplyWaitReceivePortEx                              │ 0x2B  │ 0xFFFFF807E8E00000 │
│ 45  │ NtTerminateProcess                                    │ 0x2C  │ 0xFFFFF807E8E00000 │
│ 46  │ NtSetEventBoostPriority                               │ 0x2D  │ 0xFFFFF807E8E00000 │
│ 47  │ NtReadFileScatter                                     │ 0x2E  │ 0xFFFFF807E8E00000 │
│ 48  │ NtOpenThreadTokenEx                                   │ 0x2F  │ 0xFFFFF807E8E00000 │
│ 49  │ NtOpenProcessTokenEx                                  │ 0x30  │ 0xFFFFF807E8E00000 │
│ 50  │ NtQueryPerformanceCounter                             │ 0x31  │ 0xFFFFF807E8E00000 │
│ 51  │ NtEnumerateKey                                        │ 0x32  │ 0xFFFFF807E8E00000 │
│ 52  │ NtOpenFile                                            │ 0x33  │ 0xFFFFF807E8E00000 │
│ 53  │ NtDelayExecution                                      │ 0x34  │ 0xFFFFF807E8E00000 │
│ 54  │ NtQueryDirectoryFile                                  │ 0x35  │ 0xFFFFF807E8E00000 │
│ 55  │ NtQuerySystemInformation                              │ 0x36  │ 0xFFFFF807E8E00000 │
│ 56  │ NtOpenSection                                         │ 0x37  │ 0xFFFFF807E8E00000 │
│ 57  │ NtQueryTimer                                          │ 0x38  │ 0xFFFFF807E8E00000 │
│ 58  │ NtFsControlFile                                       │ 0x39  │ 0xFFFFF807E8E00000 │
│ 59  │ NtWriteVirtualMemory                                  │ 0x3A  │ 0xFFFFF807E8E00000 │
│ 60  │ NtCloseObjectAuditAlarm                               │ 0x3B  │ 0xFFFFF807E8E00000 │
│ 61  │ NtDuplicateObject                                     │ 0x3C  │ 0xFFFFF807E8E00000 │
│ 62  │ NtQueryAttributesFile                                 │ 0x3D  │ 0xFFFFF807E8E00000 │
│ 63  │ NtClearEvent                                          │ 0x3E  │ 0xFFFFF807E8E00000 │
│ 64  │ NtReadVirtualMemory                                   │ 0x3F  │ 0xFFFFF807E8E00000 │
│ 65  │ NtOpenEvent                                           │ 0x40  │ 0xFFFFF807E8E00000 │
│ 66  │ NtAdjustPrivilegesToken                               │ 0x41  │ 0xFFFFF807E8E00000 │
│ 67  │ NtDuplicateToken                                      │ 0x42  │ 0xFFFFF807E8E00000 │
│ 68  │ NtContinue                                            │ 0x43  │ 0xFFFFF807E8E00000 │
│ 69  │ NtQueryDefaultUILanguage                              │ 0x44  │ 0xFFFFF807E8E00000 │
│ 70  │ NtQueueApcThread                                      │ 0x45  │ 0xFFFFF807E8E00000 │
│ 71  │ NtYieldExecution                                      │ 0x46  │ 0xFFFFF807E8E00000 │
│ 72  │ NtAddAtom                                             │ 0x47  │ 0xFFFFF807E8E00000 │
│ 73  │ NtCreateEvent                                         │ 0x48  │ 0xFFFFF807E8E00000 │
│ 74  │ NtQueryVolumeInformationFile                          │ 0x49  │ 0xFFFFF807E8E00000 │
│ 75  │ NtCreateSection                                       │ 0x4A  │ 0xFFFFF807E8E00000 │
│ 76  │ NtFlushBuffersFile                                    │ 0x4B  │ 0xFFFFF807E8E00000 │
│ 77  │ NtApphelpCacheControl                                 │ 0x4C  │ 0xFFFFF807E8E00000 │
│ 78  │ NtCreateProcessEx                                     │ 0x4D  │ 0xFFFFF807E8E00000 │
│ 79  │ NtCreateThread                                        │ 0x4E  │ 0xFFFFF807E8E00000 │
│ 80  │ NtIsProcessInJob                                      │ 0x4F  │ 0xFFFFF807E8E00000 │
│ 81  │ NtProtectVirtualMemory                                │ 0x50  │ 0xFFFFF807E8E00000 │
│ 82  │ NtQuerySection                                        │ 0x51  │ 0xFFFFF807E8E00000 │
│ 83  │ NtResumeThread                                        │ 0x52  │ 0xFFFFF807E8E00000 │
│ 84  │ NtTerminateThread                                     │ 0x53  │ 0xFFFFF807E8E00000 │
│ 85  │ NtReadRequestData                                     │ 0x54  │ 0xFFFFF807E8E00000 │
│ 86  │ NtCreateFile                                          │ 0x55  │ 0xFFFFF807E8E00000 │
│ 87  │ NtQueryEvent                                          │ 0x56  │ 0xFFFFF807E8E00000 │
│ 88  │ NtWriteRequestData                                    │ 0x57  │ 0xFFFFF807E8E00000 │
│ 89  │ NtOpenDirectoryObject                                 │ 0x58  │ 0xFFFFF807E8E00000 │
│ 90  │ NtAccessCheckByTypeAndAuditAlarm                      │ 0x59  │ 0xFFFFF807E8E00000 │
│ 91  │ NtWaitForMultipleObjects                              │ 0x5B  │ 0xFFFFF807E8E00000 │
│ 92  │ NtQuerySystemTime                                     │ 0x5B  │ 0xFFFFF807E8E00000 │
│ 93  │ NtSetInformationObject                                │ 0x5C  │ 0xFFFFF807E8E00000 │
│ 94  │ NtCancelIoFile                                        │ 0x5D  │ 0xFFFFF807E8E00000 │
│ 95  │ NtTraceEvent                                          │ 0x5E  │ 0xFFFFF807E8E00000 │
│ 96  │ NtPowerInformation                                    │ 0x5F  │ 0xFFFFF807E8E00000 │
│ 97  │ NtSetValueKey                                         │ 0x60  │ 0xFFFFF807E8E00000 │
│ 98  │ NtCancelTimer                                         │ 0x61  │ 0xFFFFF807E8E00000 │
│ 99  │ NtSetTimer                                            │ 0x62  │ 0xFFFFF807E8E00000 │
│ 100 │ NtAccessCheckByType                                   │ 0x63  │ 0xFFFFF807E8E00000 │
│ 101 │ NtAccessCheckByTypeResultList                         │ 0x64  │ 0xFFFFF807E8E00000 │
│ 102 │ NtAccessCheckByTypeResultListAndAuditAlarm            │ 0x65  │ 0xFFFFF807E8E00000 │
│ 103 │ NtAccessCheckByTypeResultListAndAuditAlarmByHandle    │ 0x66  │ 0xFFFFF807E8E00000 │
│ 104 │ NtAcquireCrossVmMutant                                │ 0x67  │ 0xFFFFF807E8E00000 │
│ 105 │ NtAcquireProcessActivityReference                     │ 0x68  │ 0xFFFFF807E8E00000 │
│ 106 │ NtAddAtomEx                                           │ 0x69  │ 0xFFFFF807E8E00000 │
│ 107 │ NtAddBootEntry                                        │ 0x6A  │ 0xFFFFF807E8E00000 │
│ 108 │ NtAddDriverEntry                                      │ 0x6B  │ 0xFFFFF807E8E00000 │
│ 109 │ NtAdjustGroupsToken                                   │ 0x6C  │ 0xFFFFF807E8E00000 │
│ 110 │ NtAdjustTokenClaimsAndDeviceGroups                    │ 0x6D  │ 0xFFFFF807E8E00000 │
│ 111 │ NtAlertMultipleThreadByThreadId                       │ 0x6E  │ 0xFFFFF807E8E00000 │
│ 112 │ NtAlertResumeThread                                   │ 0x6F  │ 0xFFFFF807E8E00000 │
│ 113 │ NtAlertThread                                         │ 0x70  │ 0xFFFFF807E8E00000 │
│ 114 │ NtAlertThreadByThreadId                               │ 0x71  │ 0xFFFFF807E8E00000 │
│ 115 │ NtAlertThreadByThreadIdEx                             │ 0x72  │ 0xFFFFF807E8E00000 │
│ 116 │ NtAllocateLocallyUniqueId                             │ 0x73  │ 0xFFFFF807E8E00000 │
│ 117 │ NtAllocateReserveObject                               │ 0x74  │ 0xFFFFF807E8E00000 │
│ 118 │ NtAllocateUserPhysicalPages                           │ 0x75  │ 0xFFFFF807E8E00000 │
│ 119 │ NtAllocateUserPhysicalPagesEx                         │ 0x76  │ 0xFFFFF807E8E00000 │
│ 120 │ NtAllocateUuids                                       │ 0x77  │ 0xFFFFF807E8E00000 │
│ 121 │ NtAllocateVirtualMemoryEx                             │ 0x78  │ 0xFFFFF807E8E00000 │
│ 122 │ NtAlpcAcceptConnectPort                               │ 0x79  │ 0xFFFFF807E8E00000 │
│ 123 │ NtAlpcCancelMessage                                   │ 0x7A  │ 0xFFFFF807E8E00000 │
│ 124 │ NtAlpcConnectPort                                     │ 0x7B  │ 0xFFFFF807E8E00000 │
│ 125 │ NtAlpcConnectPortEx                                   │ 0x7C  │ 0xFFFFF807E8E00000 │
│ 126 │ NtAlpcCreatePort                                      │ 0x7D  │ 0xFFFFF807E8E00000 │
│ 127 │ NtAlpcCreatePortSection                               │ 0x7E  │ 0xFFFFF807E8E00000 │
│ 128 │ NtAlpcCreateResourceReserve                           │ 0x7F  │ 0xFFFFF807E8E00000 │
│ 129 │ NtAlpcCreateSectionView                               │ 0x80  │ 0xFFFFF807E8E00000 │
│ 130 │ NtAlpcCreateSecurityContext                           │ 0x81  │ 0xFFFFF807E8E00000 │
│ 131 │ NtAlpcDeletePortSection                               │ 0x82  │ 0xFFFFF807E8E00000 │
│ 132 │ NtAlpcDeleteResourceReserve                           │ 0x83  │ 0xFFFFF807E8E00000 │
│ 133 │ NtAlpcDeleteSectionView                               │ 0x84  │ 0xFFFFF807E8E00000 │
│ 134 │ NtAlpcDeleteSecurityContext                           │ 0x85  │ 0xFFFFF807E8E00000 │
│ 135 │ NtAlpcDisconnectPort                                  │ 0x86  │ 0xFFFFF807E8E00000 │
│ 136 │ NtAlpcImpersonateClientContainerOfPort                │ 0x87  │ 0xFFFFF807E8E00000 │
│ 137 │ NtAlpcImpersonateClientOfPort                         │ 0x88  │ 0xFFFFF807E8E00000 │
│ 138 │ NtAlpcOpenSenderProcess                               │ 0x89  │ 0xFFFFF807E8E00000 │
│ 139 │ NtAlpcOpenSenderThread                                │ 0x8A  │ 0xFFFFF807E8E00000 │
│ 140 │ NtAlpcQueryInformation                                │ 0x8B  │ 0xFFFFF807E8E00000 │
│ 141 │ NtAlpcQueryInformationMessage                         │ 0x8C  │ 0xFFFFF807E8E00000 │
│ 142 │ NtAlpcRevokeSecurityContext                           │ 0x8D  │ 0xFFFFF807E8E00000 │
│ 143 │ NtAlpcSendWaitReceivePort                             │ 0x8E  │ 0xFFFFF807E8E00000 │
│ 144 │ NtAlpcSetInformation                                  │ 0x8F  │ 0xFFFFF807E8E00000 │
│ 145 │ NtAreMappedFilesTheSame                               │ 0x90  │ 0xFFFFF807E8E00000 │
│ 146 │ NtAssignProcessToJobObject                            │ 0x91  │ 0xFFFFF807E8E00000 │
│ 147 │ NtAssociateWaitCompletionPacket                       │ 0x92  │ 0xFFFFF807E8E00000 │
│ 148 │ NtCallEnclave                                         │ 0x93  │ 0xFFFFF807E8E00000 │
│ 149 │ NtCancelIoFileEx                                      │ 0x94  │ 0xFFFFF807E8E00000 │
│ 150 │ NtCancelSynchronousIoFile                             │ 0x95  │ 0xFFFFF807E8E00000 │
│ 151 │ NtCancelTimer2                                        │ 0x96  │ 0xFFFFF807E8E00000 │
│ 152 │ NtCancelWaitCompletionPacket                          │ 0x97  │ 0xFFFFF807E8E00000 │
│ 153 │ NtChangeProcessState                                  │ 0x98  │ 0xFFFFF807E8E00000 │
│ 154 │ NtChangeThreadState                                   │ 0x99  │ 0xFFFFF807E8E00000 │
│ 155 │ NtCommitComplete                                      │ 0x9A  │ 0xFFFFF807E8E00000 │
│ 156 │ NtCommitEnlistment                                    │ 0x9B  │ 0xFFFFF807E8E00000 │
│ 157 │ NtCommitRegistryTransaction                           │ 0x9C  │ 0xFFFFF807E8E00000 │
│ 158 │ NtCommitTransaction                                   │ 0x9D  │ 0xFFFFF807E8E00000 │
│ 159 │ NtCompactKeys                                         │ 0x9E  │ 0xFFFFF807E8E00000 │
│ 160 │ NtCompareObjects                                      │ 0x9F  │ 0xFFFFF807E8E00000 │
│ 161 │ NtCompareSigningLevels                                │ 0xA0  │ 0xFFFFF807E8E00000 │
│ 162 │ NtCompareTokens                                       │ 0xA1  │ 0xFFFFF807E8E00000 │
│ 163 │ NtCompleteConnectPort                                 │ 0xA2  │ 0xFFFFF807E8E00000 │
│ 164 │ NtCompressKey                                         │ 0xA3  │ 0xFFFFF807E8E00000 │
│ 165 │ NtConnectPort                                         │ 0xA4  │ 0xFFFFF807E8E00000 │
│ 166 │ NtContinueEx                                          │ 0xA5  │ 0xFFFFF807E8E00000 │
│ 167 │ NtConvertBetweenAuxiliaryCounterAndPerformanceCounter │ 0xA6  │ 0xFFFFF807E8E00000 │
│ 168 │ NtCopyFileChunk                                       │ 0xA7  │ 0xFFFFF807E8E00000 │
│ 169 │ NtCreateCpuPartition                                  │ 0xA8  │ 0xFFFFF807E8E00000 │
│ 170 │ NtCreateCrossVmEvent                                  │ 0xA9  │ 0xFFFFF807E8E00000 │
│ 171 │ NtCreateCrossVmMutant                                 │ 0xAA  │ 0xFFFFF807E8E00000 │
│ 172 │ NtCreateDebugObject                                   │ 0xAB  │ 0xFFFFF807E8E00000 │
│ 173 │ NtCreateDirectoryObject                               │ 0xAC  │ 0xFFFFF807E8E00000 │
│ 174 │ NtCreateDirectoryObjectEx                             │ 0xAD  │ 0xFFFFF807E8E00000 │
│ 175 │ NtCreateEnclave                                       │ 0xAE  │ 0xFFFFF807E8E00000 │
│ 176 │ NtCreateEnlistment                                    │ 0xAF  │ 0xFFFFF807E8E00000 │
│ 177 │ NtCreateEventPair                                     │ 0xB0  │ 0xFFFFF807E8E00000 │
│ 178 │ NtCreateIRTimer                                       │ 0xB1  │ 0xFFFFF807E8E00000 │
│ 179 │ NtCreateIoCompletion                                  │ 0xB2  │ 0xFFFFF807E8E00000 │
│ 180 │ NtCreateIoRing                                        │ 0xB3  │ 0xFFFFF807E8E00000 │
│ 181 │ NtCreateJobObject                                     │ 0xB4  │ 0xFFFFF807E8E00000 │
│ 182 │ NtCreateJobSet                                        │ 0xB5  │ 0xFFFFF807E8E00000 │
│ 183 │ NtCreateKeyTransacted                                 │ 0xB6  │ 0xFFFFF807E8E00000 │
│ 184 │ NtCreateKeyedEvent                                    │ 0xB7  │ 0xFFFFF807E8E00000 │
│ 185 │ NtCreateLowBoxToken                                   │ 0xB8  │ 0xFFFFF807E8E00000 │
│ 186 │ NtCreateMailslotFile                                  │ 0xB9  │ 0xFFFFF807E8E00000 │
│ 187 │ NtCreateMutant                                        │ 0xBA  │ 0xFFFFF807E8E00000 │
│ 188 │ NtCreateNamedPipeFile                                 │ 0xBB  │ 0xFFFFF807E8E00000 │
│ 189 │ NtCreatePagingFile                                    │ 0xBC  │ 0xFFFFF807E8E00000 │
│ 190 │ NtCreatePartition                                     │ 0xBD  │ 0xFFFFF807E8E00000 │
│ 191 │ NtCreatePort                                          │ 0xBE  │ 0xFFFFF807E8E00000 │
│ 192 │ NtCreatePrivateNamespace                              │ 0xBF  │ 0xFFFFF807E8E00000 │
│ 193 │ NtCreateProcess                                       │ 0xC0  │ 0xFFFFF807E8E00000 │
│ 194 │ NtCreateProcessStateChange                            │ 0xC1  │ 0xFFFFF807E8E00000 │
│ 195 │ NtCreateProfile                                       │ 0xC2  │ 0xFFFFF807E8E00000 │
│ 196 │ NtCreateProfileEx                                     │ 0xC3  │ 0xFFFFF807E8E00000 │
│ 197 │ NtCreateRegistryTransaction                           │ 0xC4  │ 0xFFFFF807E8E00000 │
│ 198 │ NtCreateResourceManager                               │ 0xC5  │ 0xFFFFF807E8E00000 │
│ 199 │ NtCreateSectionEx                                     │ 0xC6  │ 0xFFFFF807E8E00000 │
│ 200 │ NtCreateSemaphore                                     │ 0xC7  │ 0xFFFFF807E8E00000 │
│ 201 │ NtCreateSymbolicLinkObject                            │ 0xC8  │ 0xFFFFF807E8E00000 │
│ 202 │ NtCreateThreadEx                                      │ 0xC9  │ 0xFFFFF807E8E00000 │
│ 203 │ NtCreateThreadStateChange                             │ 0xCA  │ 0xFFFFF807E8E00000 │
│ 204 │ NtCreateTimer                                         │ 0xCB  │ 0xFFFFF807E8E00000 │
│ 205 │ NtCreateTimer2                                        │ 0xCC  │ 0xFFFFF807E8E00000 │
│ 206 │ NtCreateToken                                         │ 0xCD  │ 0xFFFFF807E8E00000 │
│ 207 │ NtCreateTokenEx                                       │ 0xCE  │ 0xFFFFF807E8E00000 │
│ 208 │ NtCreateTransaction                                   │ 0xCF  │ 0xFFFFF807E8E00000 │
│ 209 │ NtCreateTransactionManager                            │ 0xD0  │ 0xFFFFF807E8E00000 │
│ 210 │ NtCreateUserProcess                                   │ 0xD1  │ 0xFFFFF807E8E00000 │
│ 211 │ NtCreateWaitCompletionPacket                          │ 0xD2  │ 0xFFFFF807E8E00000 │
│ 212 │ NtCreateWaitablePort                                  │ 0xD3  │ 0xFFFFF807E8E00000 │
│ 213 │ NtCreateWnfStateName                                  │ 0xD4  │ 0xFFFFF807E8E00000 │
│ 214 │ NtCreateWorkerFactory                                 │ 0xD5  │ 0xFFFFF807E8E00000 │
│ 215 │ NtDebugActiveProcess                                  │ 0xD6  │ 0xFFFFF807E8E00000 │
│ 216 │ NtDebugContinue                                       │ 0xD7  │ 0xFFFFF807E8E00000 │
│ 217 │ NtDeleteAtom                                          │ 0xD8  │ 0xFFFFF807E8E00000 │
│ 218 │ NtDeleteBootEntry                                     │ 0xD9  │ 0xFFFFF807E8E00000 │
│ 219 │ NtDeleteDriverEntry                                   │ 0xDA  │ 0xFFFFF807E8E00000 │
│ 220 │ NtDeleteFile                                          │ 0xDB  │ 0xFFFFF807E8E00000 │
│ 221 │ NtDeleteKey                                           │ 0xDC  │ 0xFFFFF807E8E00000 │
│ 222 │ NtDeleteObjectAuditAlarm                              │ 0xDD  │ 0xFFFFF807E8E00000 │
│ 223 │ NtDeletePrivateNamespace                              │ 0xDE  │ 0xFFFFF807E8E00000 │
│ 224 │ NtDeleteValueKey                                      │ 0xDF  │ 0xFFFFF807E8E00000 │
│ 225 │ NtDeleteWnfStateData                                  │ 0xE0  │ 0xFFFFF807E8E00000 │
│ 226 │ NtDeleteWnfStateName                                  │ 0xE1  │ 0xFFFFF807E8E00000 │
│ 227 │ NtDirectGraphicsCall                                  │ 0xE2  │ 0xFFFFF807E8E00000 │
│ 228 │ NtDisableLastKnownGood                                │ 0xE3  │ 0xFFFFF807E8E00000 │
│ 229 │ NtDisplayString                                       │ 0xE4  │ 0xFFFFF807E8E00000 │
│ 230 │ NtDrawText                                            │ 0xE5  │ 0xFFFFF807E8E00000 │
│ 231 │ NtEnableLastKnownGood                                 │ 0xE6  │ 0xFFFFF807E8E00000 │
│ 232 │ NtEnumerateBootEntries                                │ 0xE7  │ 0xFFFFF807E8E00000 │
│ 233 │ NtEnumerateDriverEntries                              │ 0xE8  │ 0xFFFFF807E8E00000 │
│ 234 │ NtEnumerateSystemEnvironmentValuesEx                  │ 0xE9  │ 0xFFFFF807E8E00000 │
│ 235 │ NtEnumerateTransactionObject                          │ 0xEA  │ 0xFFFFF807E8E00000 │
│ 236 │ NtExtendSection                                       │ 0xEB  │ 0xFFFFF807E8E00000 │
│ 237 │ NtFilterBootOption                                    │ 0xEC  │ 0xFFFFF807E8E00000 │
│ 238 │ NtFilterToken                                         │ 0xED  │ 0xFFFFF807E8E00000 │
│ 239 │ NtFilterTokenEx                                       │ 0xEE  │ 0xFFFFF807E8E00000 │
│ 240 │ NtFlushBuffersFileEx                                  │ 0xEF  │ 0xFFFFF807E8E00000 │
│ 241 │ NtFlushInstallUILanguage                              │ 0xF0  │ 0xFFFFF807E8E00000 │
│ 242 │ NtFlushInstructionCache                               │ 0xF1  │ 0xFFFFF807E8E00000 │
│ 243 │ NtFlushKey                                            │ 0xF2  │ 0xFFFFF807E8E00000 │
│ 244 │ NtFlushProcessWriteBuffers                            │ 0xF3  │ 0xFFFFF807E8E00000 │
│ 245 │ NtFlushVirtualMemory                                  │ 0xF4  │ 0xFFFFF807E8E00000 │
│ 246 │ NtFlushWriteBuffer                                    │ 0xF5  │ 0xFFFFF807E8E00000 │
│ 247 │ NtFreeUserPhysicalPages                               │ 0xF6  │ 0xFFFFF807E8E00000 │
│ 248 │ NtFreezeRegistry                                      │ 0xF7  │ 0xFFFFF807E8E00000 │
│ 249 │ NtFreezeTransactions                                  │ 0xF8  │ 0xFFFFF807E8E00000 │
│ 250 │ NtGetCachedSigningLevel                               │ 0xF9  │ 0xFFFFF807E8E00000 │
│ 251 │ NtGetCompleteWnfStateSubscription                     │ 0xFA  │ 0xFFFFF807E8E00000 │
│ 252 │ NtGetContextThread                                    │ 0xFB  │ 0xFFFFF807E8E00000 │
│ 253 │ NtGetCurrentProcessorNumber                           │ 0xFC  │ 0xFFFFF807E8E00000 │
│ 254 │ NtGetCurrentProcessorNumberEx                         │ 0xFD  │ 0xFFFFF807E8E00000 │
│ 255 │ NtGetDevicePowerState                                 │ 0xFE  │ 0xFFFFF807E8E00000 │
│ 256 │ NtGetMUIRegistryInfo                                  │ 0xFF  │ 0xFFFFF807E8E00000 │
│ 257 │ NtGetNextProcess                                      │ 0x100 │ 0xFFFFF807E8E00000 │
│ 258 │ NtGetNextThread                                       │ 0x101 │ 0xFFFFF807E8E00000 │
│ 259 │ NtGetNlsSectionPtr                                    │ 0x102 │ 0xFFFFF807E8E00000 │
│ 260 │ NtGetNotificationResourceManager                      │ 0x103 │ 0xFFFFF807E8E00000 │
│ 261 │ NtGetWriteWatch                                       │ 0x104 │ 0xFFFFF807E8E00000 │
│ 262 │ NtImpersonateAnonymousToken                           │ 0x105 │ 0xFFFFF807E8E00000 │
│ 263 │ NtImpersonateThread                                   │ 0x106 │ 0xFFFFF807E8E00000 │
│ 264 │ NtInitializeEnclave                                   │ 0x107 │ 0xFFFFF807E8E00000 │
│ 265 │ NtInitializeNlsFiles                                  │ 0x108 │ 0xFFFFF807E8E00000 │
│ 266 │ NtInitializeRegistry                                  │ 0x109 │ 0xFFFFF807E8E00000 │
│ 267 │ NtInitiatePowerAction                                 │ 0x10A │ 0xFFFFF807E8E00000 │
│ 268 │ NtIsSystemResumeAutomatic                             │ 0x10B │ 0xFFFFF807E8E00000 │
│ 269 │ NtIsUILanguageComitted                                │ 0x10C │ 0xFFFFF807E8E00000 │
│ 270 │ NtListenPort                                          │ 0x10D │ 0xFFFFF807E8E00000 │
│ 271 │ NtLoadDriver                                          │ 0x10E │ 0xFFFFF807E8E00000 │
│ 272 │ NtLoadEnclaveData                                     │ 0x10F │ 0xFFFFF807E8E00000 │
│ 273 │ NtLoadKey                                             │ 0x110 │ 0xFFFFF807E8E00000 │
│ 274 │ NtLoadKey2                                            │ 0x111 │ 0xFFFFF807E8E00000 │
│ 275 │ NtLoadKey3                                            │ 0x112 │ 0xFFFFF807E8E00000 │
│ 276 │ NtLoadKeyEx                                           │ 0x113 │ 0xFFFFF807E8E00000 │
│ 277 │ NtLockFile                                            │ 0x114 │ 0xFFFFF807E8E00000 │
│ 278 │ NtLockProductActivationKeys                           │ 0x115 │ 0xFFFFF807E8E00000 │
│ 279 │ NtLockRegistryKey                                     │ 0x116 │ 0xFFFFF807E8E00000 │
│ 280 │ NtLockVirtualMemory                                   │ 0x117 │ 0xFFFFF807E8E00000 │
│ 281 │ NtMakePermanentObject                                 │ 0x118 │ 0xFFFFF807E8E00000 │
│ 282 │ NtMakeTemporaryObject                                 │ 0x119 │ 0xFFFFF807E8E00000 │
│ 283 │ NtManageHotPatch                                      │ 0x11A │ 0xFFFFF807E8E00000 │
│ 284 │ NtManagePartition                                     │ 0x11B │ 0xFFFFF807E8E00000 │
│ 285 │ NtManageWobTicket                                     │ 0x11C │ 0xFFFFF807E8E00000 │
│ 286 │ NtMapCMFModule                                        │ 0x11D │ 0xFFFFF807E8E00000 │
│ 287 │ NtMapUserPhysicalPages                                │ 0x11E │ 0xFFFFF807E8E00000 │
│ 288 │ NtMapViewOfSectionEx                                  │ 0x11F │ 0xFFFFF807E8E00000 │
